FIGURE NUMBER, CITATION, ARTICLE URL
Figure 9.,"null 2020 APJ 898 140",http://dx.doi.org/10.3847/1538-4357/aba1e1

http://www.astroexplorer.org/details/apjaba1e1f9/eyJrZXlXb3JkcyI6ImRzaGFycCIsInBhZ2UiOjMsInNob3ciOjI1fQ
